taxonomy	CPSNJ01_350	CPSNJ02_350	CPSNJ03_350	CPSNJ04_350	CPSNJ08_350	CPSNJ09_350	CPSNJ10_350	CPSNJ11_350	CPSNJ13_350	CPSNJ14_350	CPSNJ15_350	CPSNJ16_350	CPSNJ19_350	CPSNJ20_350	10_350	11_350	12_350	13_350	14_350	15_350	16_350	17_350	18_350	19_350	1_350	20_350	21_350	22_350	23_350	24_350	25_350	26_350	27_350	28_350	29_350	2_350	30_350	3_350	4_350	5_350	6_350	7_350	8_350	9_350	SNJ01_350	SNJ02_350	SNJ03_350	SNJ04_350	SNJ08_350	SNJ09_350	SNJ10_350	SNJ11_350	SNJ13_350	SNJ14_350	SNJ15_350	SNJ16_350	SNJ19_350	SNJ20_350
Root; d__Bacteria; p__Myxococcota; c__Polyangia; o__Polyangiales; f__Polyangiaceae; g__JAFGIS01	0.01		0.01			0.01	0.01		0.01				0.01			0.01	0.01			0.01					0.01		0.01	0.01	0.01		0.01	0.01	0.01	0.01			0.01	0.01	0.01			0.01	0.01				0.01	0.01	0.01				0.01		0.01			
Root; d__Bacteria; p__Myxococcota; c__Polyangia; o__Polyangiales; f__Polyangiaceae; g__JAHBVY01	0.01		0.01		0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01			0.02	0.01	0.01	0.02		0.01	0.02	0.01	0.01	0.01	0.01	0.01		0.01	0.0	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01		0.01	0.01				0.01	0.01	0.01		0.01	0.01	0.01	0.01		0.01	
Root; d__Bacteria; p__Myxococcota; c__Polyangia; o__Polyangiales; f__Polyangiaceae; g__JAHFDX01											0.01																0.01																															
Root; d__Bacteria; p__Myxococcota; c__Polyangia; o__Polyangiales; f__Polyangiaceae; g__JAJZQG01			0.01																																																							
Root; d__Bacteria; p__Myxococcota; c__Polyangia; o__Polyangiales; f__Polyangiaceae; g__JANWXX01				0.01																																																						
Root; d__Bacteria; p__Myxococcota; c__Polyangia; o__Polyangiales; f__Polyangiaceae; g__Labilithrix	0.14	0.17	0.36	0.28	0.19	0.18	0.16	0.13	0.19	0.23	0.21	0.16	0.19	0.15	0.05	0.12	0.12	0.1	0.12	0.06	0.08	0.06	0.17	0.08	0.09	0.24	0.25	0.09	0.18	0.09	0.06	0.11	0.11	0.13	0.03	0.07	0.14	0.06	0.05	0.05	0.1	0.05	0.1	0.11	0.21	0.14	0.13	0.17	0.21	0.23	0.15	0.18	0.21	0.22	0.18	0.34	0.14	0.16
Root; d__Bacteria; p__Myxococcota; c__Polyangia; o__Polyangiales; f__Polyangiaceae; g__Minicystis	0.01	0.01	0.02	0.02	0.02	0.02	0.02	0.03	0.02	0.01	0.03	0.03	0.02	0.03	0.01	0.01		0.01		0.01	0.01		0.01	0.01		0.01	0.01	0.01	0.02	0.0		0.01	0.01	0.01	0.0	0.01		0.01		0.01	0.03		0.02	0.01	0.01	0.02	0.01	0.03	0.02	0.03	0.02	0.02	0.02	0.02	0.02	0.04	0.01	0.01
Root; d__Bacteria; p__Myxococcota; c__Polyangia; o__Polyangiales; f__Polyangiaceae; g__NIC37A-2	0.06	0.02	0.04	0.03	0.05	0.01	0.07	0.02	0.06	0.1	0.06	0.05	0.04	0.01	0.01	0.04	0.04	0.02	0.06	0.03	0.04	0.02	0.02	0.01	0.04	0.02	0.02	0.03	0.08	0.01	0.02	0.04	0.04	0.06	0.01	0.03	0.02	0.03	0.02	0.01	0.03	0.02	0.02	0.01	0.02	0.02	0.02	0.02	0.02	0.02	0.01	0.03	0.11	0.04	0.04	0.03	0.03	0.02
Root; d__Bacteria; p__Myxococcota; c__Polyangia; o__Polyangiales; f__Polyangiaceae; g__PMG-095	0.29	0.16	0.39	0.22	0.34	0.28	0.41	0.38	0.31	0.38	0.25	0.29	0.37	0.19	0.16	0.28	0.25	0.16	0.41	0.29	0.23	0.23	0.26	0.12	0.46	0.37	0.16	0.22	0.22	0.11	0.13	0.29	0.25	0.42	0.07	0.3	0.32	0.24	0.3	0.16	0.34	0.26	0.24	0.13	0.39	0.23	0.15	0.26	0.25	0.17	0.1	0.34	0.51	0.38	0.41	0.41	0.22	0.17
Root; d__Bacteria; p__Myxococcota; c__Polyangia; o__Polyangiales; f__Polyangiaceae; g__Palsa-1150		0.01	0.03	0.02	0.02	0.01	0.01	0.01	0.01	0.03	0.01	0.01	0.02	0.01	0.01	0.01	0.01	0.02	0.01		0.01	0.01	0.01		0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01		0.01		0.01	0.01	0.01	0.01		0.01		0.01	0.01	0.01	0.01	0.01	0.01	0.02	0.01	0.01		0.01	0.02	0.01	0.01	0.01	0.01
Root; d__Bacteria; p__Myxococcota; c__Polyangia; o__Polyangiales; f__Polyangiaceae; g__Polyangium	0.07	0.07	0.1	0.12	0.11	0.08	0.06	0.08	0.07	0.05	0.07	0.08	0.08	0.08	0.03	0.04	0.03	0.03	0.06	0.06	0.05	0.03	0.08	0.04	0.03	0.05	0.04	0.06	0.17	0.03	0.02	0.06	0.04	0.06	0.01	0.05	0.04	0.06	0.04	0.05	0.08	0.05	0.05	0.04	0.05	0.06	0.05	0.08	0.14	0.08	0.07	0.09	0.09	0.09	0.1	0.14	0.07	0.09
Root; d__Bacteria; p__Myxococcota; c__Polyangia; o__Polyangiales; f__Polyangiaceae; g__SXNL01			0.01	0.01	0.01	0.01		0.01	0.01	0.01	0.01	0.01	0.01										0.01				0.02		0.01																			0.01			0.01			0.01		0.01		0.0
Root; d__Bacteria; p__Myxococcota; c__Polyangia; o__Polyangiales; f__Polyangiaceae; g__SYFR01			0.04	0.01	0.02	0.03		0.01		0.01	0.01		0.01		0.02					0.06	0.01	0.01		0.01	0.01		0.01	0.03			0.01		0.01			0.02		0.01	0.01	0.01		0.01	0.03	0.01				0.01	0.01					0.01	0.02			
Root; d__Bacteria; p__Myxococcota; c__Polyangia; o__Polyangiales; f__Polyangiaceae; g__SZUA-265			0.01	0.01	0.01	0.01	0.02	0.01		0.02	0.01	0.01	0.01		0.01	0.03	0.01		0.01		0.01		0.01	0.01	0.01	0.01		0.01	0.01	0.01		0.02	0.03	0.02		0.01	0.01				0.0		0.01		0.02			0.01	0.01			0.01	0.03	0.02	0.01	0.03	0.01	
Root; d__Bacteria; p__Myxococcota; c__Polyangia; o__Polyangiales; f__Polyangiaceae; g__Sorangium	0.04	0.04	0.09	0.06	0.08	0.08	0.04	0.07	0.05	0.04	0.06	0.06	0.07	0.03	0.02	0.02	0.01	0.04	0.05	0.04	0.04	0.01	0.05	0.01	0.02	0.03	0.03	0.04	0.09	0.02	0.02	0.03	0.02	0.04	0.01	0.05	0.02	0.03	0.04	0.04	0.09	0.05	0.03	0.04	0.02	0.07	0.05	0.06	0.07	0.06	0.05	0.07	0.06	0.06	0.07	0.13	0.07	0.06
Root; d__Bacteria; p__Myxococcota; c__Polyangia; o__Polyangiales; f__SG8-38; g__B10-G4				0.01	0.01		0.01	0.01			0.01	0.01						0.01	0.01	0.01	0.01		0.01	0.01	0.02								0.01				0.01										0.01						0.01	0.01	0.01	0.01		0.01
Root; d__Bacteria; p__Myxococcota; c__Polyangia; o__Polyangiales; f__SG8-38; g__GCA-2699025				0.01																																	0.01																	0.01				
Root; d__Bacteria; p__Myxococcota; c__Polyangia; o__Polyangiales; f__SG8-38; g__JAADHO01						0.01	0.01			0.02	0.01							0.01				0.0												0.01			0.01																0.01		0.01	0.01		
Root; d__Bacteria; p__Myxococcota; c__Polyangia; o__Polyangiales; f__SG8-38; g__JAAYBZ01	0.01				0.0		0.01		0.01	0.01	0.01	0.01	0.01	0.01			0.01		0.01						0.01				0.01					0.01			0.02																0.02	0.01	0.01	0.01		0.01
Root; d__Bacteria; p__Myxococcota; c__Polyangia; o__Polyangiales; f__SG8-38; g__JACKEH01		0.01	0.01				0.01	0.01		0.01	0.01		0.01													0.01	0.01		0.01			0.01					0.0									0.01		0.01					0.02		0.01	0.01		0.01
Root; d__Bacteria; p__Myxococcota; c__Polyangia; o__Polyangiales; f__SG8-38; g__JADJJE01										0.01																											0.01																0.01			0.0		
Root; d__Bacteria; p__Myxococcota; c__Polyangia; o__Polyangiales; f__SG8-38; g__JAGQJE01					0.01					0.01	0.01																						0.01																0.01					0.01		0.01		
Root; d__Bacteria; p__Myxococcota; c__Polyangia; o__Polyangiales; f__SG8-38; g__SG8-38	0.02	0.01	0.01	0.01	0.01	0.01	0.02	0.01	0.01	0.02	0.02	0.02			0.01	0.01	0.01	0.01	0.01	0.01		0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.02	0.01		0.01	0.02	0.02		0.01	0.02	0.01	0.01				0.01		0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.02	0.03	0.01	0.02	0.01	0.01
Root; d__Bacteria; p__Myxococcota; c__Polyangia; o__Polyangiales; f__SG8-38; g__UBA1660					0.01				0.01	0.01	0.01	0.01	0.01								0.01		0.01			0.01			0.01			0.01	0.01	0.01	0.01		0.01			0.01					0.01			0.01	0.01			0.01	0.02	0.01	0.01	0.01		0.01
Root; d__Bacteria; p__Myxococcota; c__Polyangia; o__Polyangiales; f__Sandaracinaceae; g__JAEZBP01	0.01	0.01	0.02	0.01	0.01	0.02	0.01	0.01	0.01	0.02	0.01	0.02	0.02			0.01	0.01	0.02	0.03	0.03	0.01	0.01	0.02		0.01	0.02	0.02	0.01	0.01	0.01	0.01	0.02	0.01		0.01	0.01	0.02	0.01	0.02	0.01	0.01	0.01						0.01		0.01	0.01	0.01	0.01		0.03	0.02	0.01	0.01
Root; d__Bacteria; p__Myxococcota; c__Polyangia; o__Polyangiales; f__Sandaracinaceae; g__JAFLCL01		0.01	0.02	0.01	0.01		0.01			0.02	0.01	0.01	0.01	0.01			0.01	0.01	0.01	0.01	0.01	0.01		0.01			0.01	0.01	0.01	0.01		0.01	0.01	0.01	0.01	0.01	0.01						0.01		0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.02	0.01	0.01	0.02		0.01
Root; d__Bacteria; p__Myxococcota; c__Polyangia; o__Polyangiales; f__Sandaracinaceae; g__MED-G138	0.03		0.06	0.03	0.02	0.01	0.03	0.03	0.03	0.03	0.02	0.03	0.03	0.01	0.01	0.03	0.01	0.04	0.02	0.03	0.03	0.01	0.03	0.02	0.02	0.03	0.03	0.02	0.03	0.01	0.02	0.03	0.03	0.02	0.02	0.02	0.03	0.02	0.01	0.02	0.02	0.02	0.01	0.02	0.01		0.01	0.02	0.02	0.02	0.02	0.03	0.05	0.03	0.04	0.03	0.02	0.01
Root; d__Bacteria; p__Myxococcota; c__Polyangia; o__Polyangiales; f__Sandaracinaceae; g__Sandaracinus	0.02	0.04	0.03	0.05	0.02	0.01	0.03	0.03	0.02	0.03	0.04	0.03	0.02	0.02	0.02	0.03	0.01	0.01	0.01	0.02	0.01	0.01	0.02	0.02	0.04	0.03	0.03	0.03	0.02	0.02	0.02	0.02	0.04	0.03	0.04	0.01	0.03	0.01	0.01		0.02	0.02	0.01	0.02	0.02	0.03	0.01	0.02	0.03	0.02	0.03	0.02	0.04	0.02	0.03	0.03	0.01	0.02
Root; d__Bacteria; p__Myxococcota; c__UBA727; o__UBA727; f__G023898405; g__G023898405	0.01		0.06		0.01	0.01	0.04	0.01	0.01	0.01	0.02	0.03	0.04				0.01	0.01			0.01	0.01			0.02								0.01			0.02			0.01		0.01	0.01	0.02			0.02	0.01	0.01	0.01	0.01	0.01	0.01	0.02		0.02	0.01		0.01
Root; d__Bacteria; p__Myxococcota; c__UBA727; o__UBA727; f__VGSZ01; g__JACOUT01		0.03	0.02	0.02		0.01	0.02	0.02	0.01		0.04			0.01	0.01	0.01	0.01	0.01	0.01	0.03		0.01	0.02	0.03	0.01	0.02	0.04	0.01	0.01	0.01	0.01		0.01	0.01	0.01	0.01	0.01	0.01	0.01		0.01		0.01		0.01	0.01	0.01	0.01	0.01	0.01	0.02	0.04	0.01	0.02		0.01		0.01
Root; d__Bacteria; p__Myxococcota; c__UBA727; o__UBA727; f__VGSZ01; g__VGSZ01		0.02	0.01				0.01	0.01		0.01	0.02			0.01						0.01				0.01		0.01	0.02		0.02	0.01													0.01		0.03	0.02	0.01	0.02	0.01	0.01	0.02	0.02	0.01	0.02		0.01	0.01	0.01
Root; d__Bacteria; p__Myxococcota; c__UBA796; o__UBA796; f__CAJQPC01; g__JADKFE01																													0.01																													
Root; d__Bacteria; p__Myxococcota; c__UBA796; o__UBA796; f__GCA-2862545; g__DRPG01	0.01	0.01	0.02	0.01	0.02		0.01		0.01	0.02	0.01		0.02	0.01			0.01	0.01		0.01	0.01		0.02	0.01	0.01	0.02	0.01		0.01	0.01	0.01	0.01		0.01		0.01	0.01	0.03	0.02	0.01		0.01	0.01		0.01	0.0	0.01	0.01	0.03	0.01	0.01		0.02	0.02	0.01	0.01	0.03	0.02
Root; d__Bacteria; p__Myxococcota; c__UBA796; o__UBA796; f__GCA-2862545; g__JACKEQ01				0.01			0.0																																							0.01			0.01								0.01	0.01
Root; d__Bacteria; p__Myxococcota; c__UBA796; o__UBA796; f__GCA-2862545; g__JACKER01	0.02	0.02	0.05	0.03	0.03	0.01	0.02	0.01	0.02	0.03	0.05		0.03	0.03	0.02	0.01	0.01	0.03	0.01	0.02	0.03	0.01	0.05	0.02	0.01	0.02	0.03	0.01	0.03	0.01	0.03	0.04	0.01	0.01		0.02	0.02	0.03	0.04	0.02	0.01	0.02	0.01	0.02	0.0		0.02	0.01	0.04	0.02	0.02	0.02	0.06	0.04	0.01	0.02	0.05	0.05
Root; d__Bacteria; p__Myxococcota; c__UBA796; o__UBA796; f__GCA-2862545; g__JAFDJI01									0.01	0.01						0.01		0.01					0.02		0.01				0.01									0.01	0.01																			
Root; d__Bacteria; p__Myxococcota; c__UBA796; o__UBA796; f__GCA-2862545; g__M1803					0.01			0.01		0.0	0.0									0.01			0.01		0.01							0.01						0.01										0.0	0.01			0.01	0.01	0.01				
Root; d__Bacteria; p__Myxococcota; c__UBA796; o__UBA796; f__GCA-2862545; g__SXOB01																													0.01																				0.01		0.01		0.01					0.01
Root; d__Bacteria; p__Myxococcota; c__UBA796; o__UBA796; f__SXON01; g__CAIUMM01										0.01													0.01						0.01				0.01															0.01						0.01		0.01		0.01
Root; d__Bacteria; p__Myxococcota; c__UBA796; o__UBA796; f__SXON01; g__CAJBVW01		0.01		0.01						0.01	0.01												0.01					0.01	0.03						0.01																					0.01	0.01	0.01
Root; d__Bacteria; p__Myxococcota; c__UBA796; o__UBA796; f__SXON01; g__CAMAXZ01																							0.01																																			
Root; d__Bacteria; p__Myxococcota; c__UBA796; o__UBA796; f__SXON01; g__SXON01		0.01							0.01	0.01	0.01												0.01						0.01															0.01				0.01				0.01	0.01			0.01		0.0
Root; d__Bacteria; p__Myxococcota; c__UBA796; o__UBA796; f__UBA2385; g__M30B51					0.0						0.01						0.01																																					0.01				
Root; d__Bacteria; p__Myxococcota; c__UBA796; o__UBA796; f__UBA2385; g__S143-5		0.01		0.01	0.01						0.01																																								0.01			0.01				
Root; d__Bacteria; p__Myxococcota; c__UBA796; o__UBA796; f__UBA2385; g__UBA2385		0.01						0.01	0.01		0.01																															0.01									0.01			0.01		0.01		
Root; d__Bacteria; p__Myxococcota; c__UBA796; o__UBA796; f__UBA796; g__UBA796			0.01							0.01																																									0.01			0.01	0.01			
Root; d__Bacteria; p__Myxococcota; c__UBA9042; o__PHBI01; f__PHBI01; g__WYBB01											0.01				0.01												0.01																										0.01	0.01	0.02			
Root; d__Bacteria; p__Myxococcota; c__UBA9042; o__PWKZ01; f__PWKZ01; g__PWKZ01																																			0.01																							
Root; d__Bacteria; p__Myxococcota; c__WYAZ01; o__WYAZ01; f__WYAZ01; g__JACKEN01		0.01		0.01		0.01	0.02		0.01	0.02	0.01	0.03	0.01		0.04	0.01	0.01	0.02		0.01	0.01	0.02	0.01	0.01	0.02	0.02	0.02			0.0	0.01				0.01	0.01		0.01	0.01		0.01	0.01	0.01	0.01		0.01			0.01		0.01			0.02	0.01		0.01	
Root; d__Bacteria; p__Myxococcota; c__WYAZ01; o__WYAZ01; f__WYAZ01; g__JADJBV01		0.01					0.01				0.01	0.01			0.01			0.01		0.01	0.01	0.01				0.01	0.01								0.01	0.01		0.01								0.01					0.01							
Root; d__Bacteria; p__Myxococcota; c__WYAZ01; o__WYAZ01; f__WYAZ01; g__JADJPE01										0.01	0.01	0.01	0.01		0.01	0.01		0.01			0.01	0.01	0.01		0.01		0.01									0.01															0.01							
Root; d__Bacteria; p__Myxococcota; c__WYAZ01; o__WYAZ01; f__WYAZ01; g__JAHQVK01																					0.01				0.01	0.01																																
Root; d__Bacteria; p__Myxococcota; c__WYAZ01; o__WYAZ01; f__WYAZ01; g__WYAZ01							0.01		0.01		0.01				0.01			0.0			0.01					0.0															0.01										0.01							
Root; d__Bacteria; p__Myxococcota; c__XYA12-FULL-58-9; o__JADLHZ01; f__JADLHZ01; g__JADLHZ01	0.01	0.01		0.02	0.0		0.02		0.03	0.01	0.02		0.01	0.01					0.02	0.01			0.03			0.01	0.01		0.01			0.01	0.01				0.01						0.01										0.01		0.02	0.01		0.0
Root; d__Bacteria; p__Myxococcota; c__XYA12-FULL-58-9; o__XYA12-FULL-58-9; f__JAFGEK01; g__JAFGEK01																		0.0					0.01										0.01		0.02																							
Root; d__Bacteria; p__Myxococcota; c__XYA12-FULL-58-9; o__XYA12-FULL-58-9; f__JALHOP01; g__JALHOP01							0.01			0.01	0.02	0.01			0.01	0.01		0.01				0.01	0.03	0.01		0.01					0.01				0.02		0.01											0.01										
Root; d__Bacteria; p__Myxococcota; c__XYA12-FULL-58-9; o__XYA12-FULL-58-9; f__XYA12-FULL-58-9; g__JACRCV01							0.01				0.01					0.01	0.01	0.01				0.02	0.02			0.0	0.01								0.02																							
Root; d__Bacteria; p__Myxococcota; c__XYA12-FULL-58-9; o__XYA12-FULL-58-9; f__XYA12-FULL-58-9; g__XYA12-FULL-58-9																						0.01	0.02												0.01																							
Root; d__Bacteria; p__Myxococcota_A; c__UBA9160; o__SZUA-336; f__SZUA-336; g__JAAELY01									0.01	0.02	0.01	0.01			0.01	0.01	0.01	0.02		0.01	0.01	0.01	0.01	0.01		0.01	0.01	0.01			0.01						0.01	0.01	0.02		0.0		0.01				0.01						0.02		0.01			
Root; d__Bacteria; p__Myxococcota_A; c__UBA9160; o__SZUA-336; f__SZUA-336; g__JABSQV01																		0.01																																								
Root; d__Bacteria; p__Myxococcota_A; c__UBA9160; o__SZUA-336; f__SZUA-336; g__JAFDDB01			0.01	0.01	0.01		0.01	0.01		0.01					0.01		0.01	0.01				0.01				0.01	0.01				0.01	0.01						0.01	0.01								0.01						0.01	0.01				
Root; d__Bacteria; p__Myxococcota_A; c__UBA9160; o__SZUA-336; f__SZUA-336; g__JAGWBS01		0.01	0.02	0.02	0.01	0.01	0.01	0.01	0.01	0.03	0.01	0.02			0.03	0.03	0.03	0.06		0.03	0.04	0.05	0.05	0.03	0.04	0.05	0.03	0.04		0.0	0.03	0.01	0.01		0.01	0.01	0.02	0.05	0.05	0.01	0.01	0.02	0.02				0.01	0.01	0.02			0.01	0.02	0.01	0.02	0.01		
Root; d__Bacteria; p__Myxococcota_A; c__UBA9160; o__SZUA-336; f__SZUA-336; g__SMWZ01					0.01					0.01	0.01				0.01		0.01	0.01				0.02				0.01		0.01			0.01								0.01														0.01	0.01		0.01		
Root; d__Bacteria; p__Myxococcota_A; c__UBA9160; o__SZUA-336; f__SZUA-336; g__SZUA-336			0.06		0.04	0.01	0.04	0.03	0.02	0.02	0.02				0.01	0.01	0.01	0.04		0.01	0.01	0.03	0.01	0.01		0.05	0.03	0.01		0.0	0.01	0.01	0.01	0.01	0.02		0.03	0.02	0.01		0.01	0.01	0.01				0.02		0.02	0.01		0.02	0.03	0.03	0.01	0.01	0.01	
Root; d__Bacteria; p__Myxococcota_A; c__UBA9160; o__SZUA-336; f__SZUA-336; g__VGRW01		0.01	0.11	0.08	0.1	0.12	0.06	0.05	0.27	0.32	0.06	0.16		0.01	0.18	0.21	0.24	0.23	0.02	0.07	0.1	0.11	0.06	0.1	0.06	0.08	0.07	0.05	0.02	0.03	0.13	0.1	0.11		0.07	0.01	0.15	0.22	0.22		0.02	0.02	0.13	0.01		0.01	0.1	0.05	0.08	0.02	0.09	0.04	0.11	0.15	0.13	0.09		0.03
Root; d__Bacteria; p__Myxococcota_A; c__UBA9160; o__UBA9160; f__G020347605; g__G020347605																		0.01				0.01		0.0				0.01										0.01					0.01															
Root; d__Bacteria; p__Myxococcota_A; c__UBA9160; o__UBA9160; f__JAFDDA01; g__JAFDDA01					0.0										0.02	0.01	0.01	0.01		0.01	0.02	0.01	0.02	0.01	0.02	0.01	0.01	0.01			0.01	0.01	0.01		0.01			0.02	0.02			0.01	0.01															
Root; d__Bacteria; p__Myxococcota_A; c__UBA9160; o__UBA9160; f__JAFDET01; g__JAFDET01					0.01	0.01		0.01							0.02	0.02	0.02	0.02			0.01	0.01		0.01			0.01	0.01		0.0	0.02	0.01			0.01			0.01	0.01										0.01						0.01			
Root; d__Bacteria; p__Myxococcota_A; c__UBA9160; o__UBA9160; f__JAGQJR01; g__JAGQJR01			0.01							0.01					0.02	0.02	0.01	0.02		0.01	0.02	0.01	0.03	0.01	0.02	0.01	0.01	0.01			0.02	0.02					0.01	0.02	0.02	0.01		0.01	0.01				0.01	0.01										
Root; d__Bacteria; p__Myxococcota_A; c__UBA9160; o__UBA9160; f__JAKSBN01; g__JAKSBN01			0.02	0.01	0.01	0.01	0.01	0.01	0.01	0.02		0.01	0.01		0.04	0.02	0.02	0.03		0.03	0.04	0.04	0.01	0.03	0.03	0.03	0.02	0.04		0.01	0.03	0.01	0.01		0.01	0.01		0.02	0.02	0.01	0.01	0.02	0.02				0.01	0.0	0.02		0.01			0.01	0.02	0.01		
Root; d__Bacteria; p__Myxococcota_A; c__UBA9160; o__UBA9160; f__PR03; g__CAADGG01		0.01	0.01	0.01	0.01	0.01	0.01	0.01	0.02	0.02	0.01	0.01	0.01		0.02	0.05	0.03	0.02		0.03	0.02	0.02	0.01	0.01	0.03	0.02	0.01	0.02	0.01	0.02	0.04	0.01	0.01		0.14	0.01	0.01	0.01	0.01		0.01	0.02	0.01				0.01	0.01	0.01		0.01			0.02		0.01		
Root; d__Bacteria; p__Myxococcota_A; c__UBA9160; o__UBA9160; f__PR03; g__PR03		0.03	0.09	0.07	0.08	0.07	0.06	0.06	0.1	0.13	0.07	0.07	0.01	0.02	0.09	0.15	0.13	0.09	0.02	0.09	0.09	0.08	0.07	0.05	0.15	0.11	0.11	0.11	0.04	0.07	0.1	0.05	0.09	0.02	0.24	0.03	0.03	0.11	0.1	0.01	0.06	0.11	0.08	0.01	0.01	0.01	0.09	0.05	0.07	0.06	0.05	0.05	0.02	0.09	0.06	0.05	0.02	0.02
Root; d__Bacteria; p__Myxococcota_A; c__UBA9160; o__UBA9160; f__SMWR01; g__GCA-2729515			0.03	0.02	0.06	0.06	0.02	0.02	0.08	0.08	0.03	0.04	0.02	0.01	0.18	0.08	0.09	0.11	0.01	0.07	0.11	0.12	0.08	0.06	0.07	0.06	0.06	0.1	0.01	0.01	0.11	0.07	0.03		0.02	0.02	0.02	0.1	0.08	0.01	0.02	0.05	0.04	0.01			0.04	0.02	0.04	0.02	0.02	0.02	0.03	0.04	0.05	0.02	0.01	0.0
Root; d__Bacteria; p__Myxococcota_A; c__UBA9160; o__UBA9160; f__SMWR01; g__JABSQW01				0.01	0.01	0.02			0.02	0.02	0.01	0.01			0.06	0.03	0.04	0.04	0.01	0.03	0.07	0.05	0.05	0.02	0.02	0.03	0.03	0.02		0.0	0.04	0.03	0.01				0.01	0.04	0.05	0.01		0.02	0.02	0.01				0.01	0.02				0.01	0.01	0.02			
Root; d__Bacteria; p__Myxococcota_A; c__UBA9160; o__UBA9160; f__SMWR01; g__JABSQX01			0.01	0.01	0.01	0.02	0.01	0.01	0.02	0.02	0.01	0.02	0.01		0.04	0.02	0.01	0.04	0.01	0.02	0.04	0.03	0.01	0.01	0.02	0.01	0.02	0.03	0.01	0.01	0.03	0.03	0.01		0.01	0.01		0.03	0.03	0.01	0.01	0.02	0.02				0.02		0.01	0.01	0.01			0.01	0.02	0.01		
Root; d__Bacteria; p__Myxococcota_A; c__UBA9160; o__UBA9160; f__SMWR01; g__JACZVU01			0.02	0.01	0.03	0.04	0.01	0.01	0.03	0.04	0.02	0.03	0.01		0.13	0.06	0.07	0.07	0.01	0.04	0.08	0.16	0.05	0.05	0.06	0.03	0.07	0.07	0.01	0.01	0.05	0.04	0.01		0.01	0.01	0.01	0.05	0.06	0.02	0.01	0.03	0.05	0.01			0.03	0.01	0.04	0.01	0.01	0.01	0.02	0.03	0.05	0.01	0.01	
Root; d__Bacteria; p__Myxococcota_A; c__UBA9160; o__UBA9160; f__SMWR01; g__JACZXC01			0.01	0.01	0.02	0.02	0.0	0.01	0.01	0.03	0.01	0.01			0.07	0.03	0.03	0.08	0.01	0.04	0.05	0.06	0.05	0.02	0.03	0.04	0.04	0.06	0.01		0.04	0.03	0.01		0.0	0.01	0.01	0.04	0.03			0.02	0.03				0.01		0.02	0.01			0.02	0.01	0.02			
Root; d__Bacteria; p__Myxococcota_A; c__UBA9160; o__UBA9160; f__SMWR01; g__JAFDEI01				0.01					0.01	0.01					0.02	0.01	0.02	0.02		0.02	0.01	0.02	0.01	0.01	0.01	0.01	0.01	0.01			0.01	0.01					0.01	0.02	0.01			0.01	0.02					0.01	0.01						0.01			
Root; d__Bacteria; p__Myxococcota_A; c__UBA9160; o__UBA9160; f__SMWR01; g__JAHEJV01	0.01	0.02	0.19	0.08	0.17	0.12	0.06	0.22	0.07	0.1	0.11	0.17	0.12	0.03	0.12	0.09	0.09	0.18	0.04	0.18	0.24	0.11	0.03	0.11	0.08	0.09	0.13	0.2	0.05	0.04	0.09	0.15	0.11	0.01	0.06	0.12	0.04	0.13	0.14	0.14	0.09	0.14	0.14	0.08			0.17	0.05	0.17	0.05	0.06	0.13	0.1	0.1	0.21	0.08	0.15	0.02
Root; d__Bacteria; p__Myxococcota_A; c__UBA9160; o__UBA9160; f__SMWR01; g__JAKVBI01			0.01		0.01	0.01			0.01	0.01		0.01			0.02			0.02		0.01		0.01	0.01			0.01	0.01	0.01			0.01	0.01						0.01	0.01	0.01			0.01						0.01	0.01					0.01			
Root; d__Bacteria; p__Myxococcota_A; c__UBA9160; o__UBA9160; f__SMWR01; g__SMWR01			0.01	0.01	0.02	0.05	0.01	0.01	0.03	0.02	0.01	0.01	0.01	0.01	0.11	0.03	0.03	0.06	0.01	0.03	0.09	0.05	0.04	0.02	0.04	0.02	0.02	0.03			0.03	0.02	0.01		0.01	0.02	0.01	0.04	0.03	0.04	0.01	0.03	0.03	0.01			0.01	0.01	0.03	0.01	0.01	0.01	0.01	0.01	0.04	0.01		
Root; d__Bacteria; p__Myxococcota_A; c__UBA9160; o__UBA9160; f__UBA4427; g__JACKFD01																																							0.01																			
Root; d__Bacteria; p__Myxococcota_A; c__UBA9160; o__UBA9160; f__UBA4427; g__JADJOR01							0.01			0.03	0.0	0.01			0.01	0.01	0.01	0.02								0.02	0.03				0.01		0.01						0.01				0.01						0.01		0.01		0.02	0.03	0.01	0.01		
Root; d__Bacteria; p__Myxococcota_A; c__UBA9160; o__UBA9160; f__UBA4427; g__JAZXM01																	0.01	0.01				0.01	0.01	0.01			0.01															0.01																
Root; d__Bacteria; p__Myxococcota_A; c__UBA9160; o__UBA9160; f__UBA4427; g__UBA4427																0.01		0.01				0.01			0.01	0.0		0.01			0.01											0.01												0.01				
