BGC_region,Start,End,Length
c00804_SRR9082...region001,0,6407,6407
c00030_SRR7741...region001,0,6406,6406
c00082_S25rbin...region001,0,6406,6406
c00126_SRR5195...region001,0,6406,6406
c00194_SRR8881...region001,0,6406,6406
c00283_SRR6266...region001,0,6406,6406
c00343_SRR1183...region001,0,6406,6406
c00067_SRR7967...region001,0,6405,6405
c00332_S258bin...region001,663,7068,6405
c00356_SRR1161...region001,0,6405,6405
c00430_S403bin...region001,0,6405,6405
c00501_SRR5258...region001,0,6405,6405
c00084_S324bin...region001,0,6404,6404
c00246_SRR5823...region001,0,6404,6404
c00349_SRR1184...region001,6755,13159,6404
c00405_SRR1069...region001,0,6404,6404
c00894_S38rbin...region001,0,6404,6404
c00201_SRR9656...region001,0,6403,6403
c00653_SRR7470...region001,0,6403,6403
c00042_SRR5582...region001,0,6402,6402
c00389_SRR7591...region001,0,6402,6402
c00437_SRR6185...region001,0,6402,6402
c00387_S279bin...region001,0,6401,6401
c00001_S400bin...region001,0,6400,6400
c00063_SRR5209...region001,66641,73041,6400
c00110_SRR2954...region001,0,6400,6400
c00372_SRR3990...region001,0,6400,6400
c00428_SRR8558...region001,0,6400,6400
c00578_SRR6266...region001,0,6400,6400
c00588_SRR3985...region001,0,6400,6400
c00122_SRR1161...region001,0,6399,6399
c00130_SRR7141...region001,0,6399,6399
c00204_SRR1926...region001,0,6399,6399
c00404_SRR1161...region001,0,6399,6399
c00462_SRR6202...region001,0,6399,6399
c00836_SRR3514...region001,0,6399,6399
c00433_SRR5215...region001,0,6398,6398
c00855_SRR1183...region001,0,6398,6398
c00116_SRR7015...region001,0,6397,6397
c00149_SRR6476...region001,0,6397,6397
c00285_S246bin...region001,0,6397,6397
c00426_SRR7042...region001,0,6397,6397
c00019_SRR8554...region001,0,6396,6396
c00222_SRR7012...region001,0,6396,6396
c00350_SRR3401...region001,0,6396,6396
c01506_SRR6266...region001,0,6396,6396
c00134_SRR1267...region001,0,6395,6395
c00197_S32rbin...region001,5975,12370,6395
c00335_SRR1161...region001,0,6395,6395
c00799_S168bin...region001,1092,7486,6394
c00932_SRR1267...region001,0,6394,6394
c00257_S8rebin...region001,0,6393,6393
c00342_SRR9691...region001,0,6393,6393
c00626_SRR5195...region001,0,6393,6393
c00056_SRR6958...region001,0,6392,6392
c00100_SRR5665...region001,7999,14391,6392
c00319_SRR5439...region001,0,6392,6392
c00042_S171bin...region001,0,6391,6391
c00066_SRR1058...region001,0,6391,6391
c00158_S20rbin...region001,0,6391,6391
c00191_S49rbin...region001,0,6391,6391
c00344_SRR1026...region001,0,6391,6391
c00388_SRR1241...region001,0,6391,6391
c00080_SRR1171...region001,0,6390,6390
c00169_SRR5713...region001,0,6390,6390
c00203_SRR1183...region001,11456,17846,6390
c00025_S37rbin...region001,0,6389,6389
c00860_SRR1069...region001,0,6389,6389
c00656_SRR1174...region001,0,6388,6388
c01153_SRR1026...region001,0,6388,6388
c00409_S369bin...region001,0,6387,6387
c00120_SRR1099...region001,0,6386,6386
c00194_SRR2902...region001,0,6386,6386
c00267_SRR8881...region001,0,6386,6386
c00285_SRR7882...region001,0,6386,6386
c00306_SRR5208...region001,0,6386,6386
c00318_SRR9009...region001,0,6386,6386
c00170_SRR8544...region001,0,6385,6385
c00261_SRR8438...region001,0,6385,6385
c00423_SRR1267...region001,0,6385,6385
c01060_SRR7976...region001,0,6385,6385
c00036_SRR7882...region001,0,6384,6384
c00201_S283bin...region001,0,6384,6384
c00253_S324bin...region001,0,6384,6384
c00075_SRR8558...region001,0,6383,6383
c00240_S173bin...region001,0,6383,6383
c00246_SRR1247...region001,0,6383,6383
c00729_SRR5195...region001,0,6383,6383
c00404_SRR1015...region001,0,6382,6382
c00692_SRR1926...region001,0,6382,6382
c00830_SRR8558...region001,0,6382,6382
c00837_SRR1036...region001,0,6382,6382
c00266_SRR8558...region001,0,6381,6381
c00633_SRR4022...region001,0,6381,6381
c00003_SRR5258...region001,0,6380,6380
c00067_BL1bin....region001,0,6380,6380
c00120_SRR6266...region001,0,6380,6380
c00193_SRR8879...region001,0,6380,6380
c00444_SRR3954...region001,0,6380,6380
c00473_SRR5259...region001,0,6380,6380
c00917_zpcx_11...region001,0,6380,6380
c00076_S290bin...region001,0,6379,6379
c00358_SRR7097...region001,0,6379,6379
c00435_S258bin...region001,0,6378,6378
c00497_Z4tu_BD...region001,5398,11776,6378
c00649_S227bin...region001,0,6378,6378
c00783_SRR5234...region001,0,6378,6378
c00803_SRR8881...region001,0,6378,6378
c00995_SRR9694...region001,0,6378,6378
c01013_SRR8536...region001,0,6378,6378
c01072_S383bin...region001,0,6378,6378
c00187_zpcx_2r...region001,0,6377,6377
c00850_SRR9691...region001,0,6377,6377
c01474_SRR7967...region001,0,6377,6377
c00076_SRR7003...region001,0,6376,6376
c00404_S389bin...region001,0,6376,6376
c01501_DRR1014...region001,0,6376,6376
c00135_SRR1069...region001,0,6375,6375
c00166_SRR8554...region001,0,6375,6375
c00562_SRR1311...region001,0,6375,6375
c00602_SRR7094...region001,0,6374,6374
c00707_SRR8881...region001,0,6374,6374
c00162_SRR3984...region001,0,6373,6373
c00174_S120bin...region001,0,6373,6373
c00716_R25rbin...region001,0,6373,6373
c01013_SRR1058...region001,0,6373,6373
c00270_SRR5855...region001,0,6372,6372
c00308_S384bin...region001,0,6372,6372
c00373_SRR5262...region001,0,6372,6372
c00481_SRR5690...region001,0,6372,6372
c00951_SRR1103...region001,0,6372,6372
c00110_S344bin...region001,0,6371,6371
c00315_SRR1171...region001,0,6371,6371
c00357_SRR1217...region001,0,6371,6371
c00661_S393bin...region001,0,6371,6371
c00703_S271bin...region001,0,6371,6371
c00713_S4rebin...region001,0,6371,6371
c00913_innerS9...region001,0,6371,6371
c00275_SRR7004...region001,0,6370,6370
c00011_S6rebin...region001,0,6369,6369
c00013_neis41r...region001,0,6369,6369
c00068_S62rbin...region001,0,6369,6369
c00308_innerS5...region001,0,6369,6369
c00372_R4rebin...region001,0,6369,6369
c00776_SRR5271...region001,0,6369,6369
c01599_SRR7967...region001,0,6369,6369
c00128_S288bin...region001,0,6368,6368
c00172_SRR5262...region001,0,6368,6368
c00787_SRR5436...region001,0,6368,6368
c00866_SRR1183...region001,0,6368,6368
c00036_SRR3401...region001,0,6367,6367
c00141_SRR1036...region001,0,6367,6367
c00723_S393bin...region001,0,6367,6367
c00047_SRR1955...region001,0,6366,6366
c00492_SRR4028...region001,0,6366,6366
c00564_SRR1265...region001,0,6366,6366
c00577_SRR3514...region001,0,6366,6366
c00685_SRR5208...region001,0,6366,6366
c00066_SRR8879...region001,0,6365,6365
c00182_S155bin...region001,0,6365,6365
c00257_SRR5579...region001,0,6365,6365
c00315_S284bin...region001,0,6365,6365
c00267_SRR8879...region001,0,6364,6364
c00378_SRR1096...region001,0,6364,6364
c00507_S75rbin...region001,0,6364,6364
c00715_SRR9650...region001,0,6364,6364
c01072_SRR8863...region001,0,6364,6364
c00032_SRR8438...region001,0,6363,6363
c00159_SRR1105...region001,0,6363,6363
c00304_SRR3985...region001,0,6363,6363
c00385_SRR1161...region001,0,6363,6363
c00143_SRR6958...region001,0,6362,6362
c00321_SRR1174...region001,0,6362,6362
c00399_SRR5582...region001,0,6362,6362
c00575_SRR3712...region001,0,6362,6362
c00003_SRR6478...region001,0,6361,6361
c00009_SRR8439...region001,0,6361,6361
c00029_SRR5215...region001,0,6361,6361
c00184_SRR1284...region001,0,6361,6361
c00412_SRR1099...region001,0,6361,6361
c00506_SRR1183...region001,0,6361,6361
c00274_SRR1167...region001,0,6360,6360
c00289_S9rebin...region001,0,6360,6360
c00305_SRR6202...region001,0,6360,6360
c00810_S404bin...region001,0,6360,6360
c00007_SRR7497...region001,0,6359,6359
c00087_SRR1311...region001,0,6359,6359
c00259_SRR7097...region001,0,6359,6359
c01290_ERR4661...region001,0,6359,6359
c00088_SRR6076...region001,0,6358,6358
c00090_SRR1048...region001,0,6358,6358
c00334_SRR1171...region001,0,6358,6358
c00371_SRR7687...region001,0,6358,6358
c00019_S387bin...region001,0,6357,6357
c00236_SRR5195...region001,0,6357,6357
c00786_SRR3985...region001,0,6357,6357
c00077_zpcx_16...region001,0,6356,6356
c00102_SRR7102...region001,0,6356,6356
c00370_SRR1144...region001,0,6356,6356
c00675_SRR7976...region001,0,6356,6356
c00029_SRR1955...region001,3409,9764,6355
c00208_S390bin...region001,0,6355,6355
c00533_SRR7003...region001,0,6355,6355
c01149_SRR1265...region001,0,6355,6355
c01182_SRR8100...region001,0,6355,6355
c00151_SRR3985...region001,0,6354,6354
c00189_SRR1292...region001,0,6354,6354
c00404_SRR5829...region001,0,6354,6354
c00536_S163bin...region001,0,6354,6354
c00269_SRR5195...region001,0,6353,6353
c00008_SRR7096...region001,0,6352,6352
c00030_SRR1094...region001,0,6352,6352
c00080_SRR5923...region001,0,6352,6352
c00225_SRR5823...region001,0,6352,6352
c00382_DRR1014...region001,0,6352,6352
c00294_SRR1095...region001,0,6351,6351
c00035_SRR1048...region001,2769,9118,6349
c00091_SRR6474...region001,0,6348,6348
c00106_S366bin...region001,0,6348,6348
c00700_SRR6202...region001,0,6348,6348
c00823_SRR5823...region001,0,6348,6348
c01130_SRR9721...region001,0,6348,6348
c00063_S248bin...region001,13377,19724,6347
c00174_S242bin...region001,0,6347,6347
c00209_SRR6788...region001,0,6347,6347
c00352_SRR7967...region001,0,6347,6347
c00509_SRR3989...region001,0,6347,6347
c00664_SRR1144...region001,0,6347,6347
c01102_SRR5855...region001,0,6347,6347
c00260_SRR1269...region001,0,6346,6346
c00462_SRR1265...region001,0,6346,6346
c00473_S4rebin...region001,0,6346,6346
c00741_SRR6202...region001,0,6346,6346
c00197_SRR7097...region001,0,6345,6345
c00208_SRR5581...region001,42516,48861,6345
c00246_SRR1182...region001,0,6345,6345
c00334_S171bin...region001,0,6345,6345
c00354_zpcx_11...region001,0,6345,6345
c00723_SRR1012...region001,0,6345,6345
c00963_SRR1265...region001,0,6345,6345
c01274_S383bin...region001,0,6345,6345
c00031_SRR1048...region001,0,6344,6344
c00183_S251bin...region001,0,6344,6344
c00154_S402bin...region001,0,6343,6343
c00309_SRR1183...region001,0,6343,6343
c00513_SRR6185...region001,0,6343,6343
c00557_SRR1161...region001,683,7026,6343
c00708_SRR3985...region001,1149,7492,6343
c00766_SRR8879...region001,0,6343,6343
c01663_neis43r...region001,0,6343,6343
c00010_SRR1184...region001,0,6342,6342
c00054_SRR5881...region001,0,6342,6342
c00125_SRR6201...region001,0,6342,6342
c00434_SRR6185...region001,0,6341,6341
c00464_SRR8554...region001,0,6341,6341
c00060_innerS5...region001,0,6340,6340
c00103_SRR5918...region001,0,6340,6340
c00204_S261bin...region001,0,6340,6340
c00231_zpcx_23...region001,0,6340,6340
c00524_SRR1052...region001,0,6340,6340
c00566_SRR5582...region001,0,6340,6340
c00029_SRR1161...region001,0,6339,6339
c00203_zpcx_23...region001,21770,28109,6339
c00327_SRR5195...region001,0,6339,6339
c00355_SRR8543...region001,0,6339,6339
c00653_SRR5579...region001,0,6339,6339
c00669_SRR6476...region001,0,6339,6339
c00140_S29rbin...region001,0,6338,6338
c00287_SRR1292...region001,0,6338,6338
c00369_SRR5877...region001,0,6338,6338
c00104_SRR5699...region001,0,6337,6337
c00175_SRR5209...region001,0,6337,6337
c00199_SRR9694...region001,2030,8367,6337
c00879_R125bin...region001,0,6337,6337
c00136_SRR5579...region001,0,6336,6336
c00179_SRR8199...region001,0,6336,6336
c00656_SRR1924...region001,0,6336,6336
c00074_SRR1268...region001,0,6335,6335
c00409_SRR1095...region001,0,6335,6335
c00607_SRR9656...region001,0,6335,6335
c01335_SRR6048...region001,0,6335,6335
c01411_SRR7686...region001,0,6335,6335
c01438_SRR9691...region001,0,6335,6335
c00074_S405bin...region001,0,6334,6334
c00149_SRR6202...region001,0,6334,6334
c00444_SRR3971...region001,0,6334,6334
c00651_SRR2546...region001,0,6334,6334
c00909_SRR1265...region001,0,6334,6334
c00155_SRR5195...region001,0,6333,6333
c00029_S283bin...region001,0,6332,6332
c00043_S12rbin...region001,0,6332,6332
c00160_SRR7042...region001,0,6332,6332
c00241_SRR5271...region001,0,6332,6332
c00276_SRR1265...region001,0,6332,6332
c00026_S279bin...region001,0,6331,6331
c00629_SRR6267...region001,0,6331,6331
c00974_SRR8821...region001,0,6331,6331
c00151_SRR1171...region001,0,6330,6330
c00161_SRR1105...region001,0,6330,6330
c00198_SRR9044...region001,0,6330,6330
c00327_SRR8438...region001,0,6330,6330
c00360_SRR1267...region001,0,6330,6330
c00093_SRR2902...region001,0,6329,6329
c00237_SRR8676...region001,0,6329,6329
c00399_SRR7015...region001,0,6329,6329
c00507_SRR3985...region001,0,6329,6329
c00153_SRR5855...region001,0,6328,6328
c00385_SRR9009...region001,0,6328,6328
c00468_SRR6293...region001,0,6328,6328
c00504_SRR5918...region001,0,6328,6328
c00035_S308bin...region001,0,6327,6327
c00173_SRR6185...region001,85,6412,6327
c00200_SRR7470...region001,0,6327,6327
c00602_SRR8438...region001,0,6327,6327
c00117_SRR9082...region001,0,6326,6326
c00148_SRR8500...region001,0,6326,6326
c00199_SRR7687...region001,0,6326,6326
c00557_SRR7967...region001,0,6326,6326
c02279_SRR5512...region001,0,6326,6326
c00167_SRR5215...region001,6953,13278,6325
c00178_SRR7093...region001,0,6325,6325
c00372_zpcx_11...region001,0,6325,6325
c00577_SRR1291...region001,0,6325,6325
c00022_S2rebin...region001,0,6324,6324
c00140_SRR5436...region001,0,6324,6324
c00498_SRR5855...region001,0,6324,6324
c01375_SRR1095...region001,0,6324,6324
c00097_S12rbin...region001,0,6322,6322
c00099_SRR5210...region001,1388,7710,6322
c00146_SRR8554...region001,0,6322,6322
c00268_S185bin...region001,0,6322,6322
c00285_zpcx_28...region001,0,6322,6322
c00528_GM1bin....region001,0,6322,6322
c00561_SRR8439...region001,4991,11313,6322
c00621_SRR1311...region001,0,6322,6322
c00918_SRR9694...region001,0,6322,6322
c00260_SRR6185...region001,0,6321,6321
c00051_SRR1292...region001,6423,12743,6320
c00545_zpcx_3r...region001,8234,14554,6320
c00607_SRR5205...region001,0,6320,6320
c00067_SRR8931...region001,0,6319,6319
c00195_SRR7101...region001,0,6319,6319
c00256_SRR3712...region001,3776,10095,6319
c00270_SRR6478...region001,0,6319,6319
c00309_Cshang5...region001,0,6319,6319
c00368_SRR9691...region001,0,6319,6319
c00678_SRR1069...region001,0,6319,6319
c00059_zpcx_11...region001,0,6318,6318
c00266_R99rbin...region001,0,6318,6318
c00724_SRR1183...region001,0,6318,6318
c01441_SRR5262...region001,0,6318,6318
c00244_SRR3989...region001,0,6317,6317
c00245_SRR6048...region001,0,6316,6316
c00596_SRR6958...region001,0,6316,6316
c00712_SRR9691...region001,0,6316,6316
c00393_S244bin...region001,0,6315,6315
c00407_SRR5829...region001,0,6315,6315
c01633_SRR7686...region001,0,6315,6315
c00226_SRR1926...region001,0,6314,6314
c00342_S335bin...region001,0,6314,6314
c00048_SRR7495...region001,1481,7794,6313
c00115_S315bin...region001,0,6313,6313
c00141_SRR1183...region001,0,6313,6313
c00197_SRR8438...region001,0,6313,6313
c00036_S56rbin...region001,0,6312,6312
c00214_SRR5215...region001,0,6312,6312
c00231_SRR5916...region001,0,6312,6312
c00342_SRR7006...region001,0,6311,6311
c00435_SRR9650...region001,0,6311,6311
c01004_S404bin...region001,0,6311,6311
c00007_neis65r...region001,0,6310,6310
c00027_SRR5687...region001,0,6310,6310
c00035_SRR7003...region001,0,6310,6310
c00197_SRR8863...region001,0,6310,6310
c00217_SRR5512...region001,0,6310,6310
c00372_S120bin...region001,0,6310,6310
c00520_SRR1267...region001,0,6310,6310
c01271_SRR1069...region001,0,6310,6310
c00094_SRR7968...region001,0,6308,6308
c00136_SRR5210...region001,7560,13868,6308
c00314_SRR7026...region001,1845,8153,6308
c00315_SRR6958...region001,0,6308,6308
c00423_SRR8881...region001,33125,39433,6308
c00022_SRR8879...region001,247125,253432,6307
c00154_SRR5234...region001,0,6307,6307
c00220_SRR6241...region001,0,6307,6307
c00501_S265bin...region001,0,6307,6307
c00669_BRice_1...region001,0,6307,6307
c00771_S185bin...region001,0,6307,6307
c00090_SRR5665...region001,0,6306,6306
c00392_SRR1926...region001,0,6306,6306
c00513_SRR5215...region001,0,6306,6306
c00608_SRR7882...region001,0,6306,6306
c00690_SRR1217...region001,0,6306,6306
c00885_SRR3988...region001,0,6306,6306
c01280_SRR6293...region001,0,6306,6306
c00032_SRR7976...region001,0,6305,6305
c00261_SRR5260...region001,0,6305,6305
c00501_S108bin...region001,0,6305,6305
c00814_SRR1069...region001,0,6305,6305
c00107_SRR6267...region001,364,6668,6304
c00293_S20rbin...region001,0,6304,6304
c00401_SRR7094...region001,0,6304,6304
c00433_S265bin...region001,0,6304,6304
c00068_SRR8544...region001,0,6303,6303
c00301_SRR6185...region001,0,6303,6303
c00465_SRR6202...region001,0,6303,6303
c00029_S404bin...region001,0,6302,6302
c00097_S251bin...region001,0,6302,6302
c00165_SRR7098...region001,0,6302,6302
c00343_SRR7101...region001,0,6302,6302
c00421_SRR7471...region001,0,6302,6302
c00670_SRR1015...region001,0,6302,6302
c00897_SRR1048...region001,0,6302,6302
c00116_SRR3984...region001,0,6301,6301
c00002_S244bin...region001,0,6300,6300
c00096_SRR5947...region001,12554,18854,6300
c00103_S290bin...region001,0,6300,6300
c00222_S91rbin...region001,0,6300,6300
c00737_SRR1267...region001,0,6300,6300
c00260_SRR6202...region001,0,6299,6299
c00073_SRR8558...region001,0,6298,6298
c00354_SRR5855...region001,0,6298,6298
c00764_SRR5195...region001,0,6298,6298
c00153_SRR7975...region001,0,6297,6297
c00249_SRR5210...region001,0,6297,6297
c00576_SRR5210...region001,0,6297,6297
c00654_SRR5877...region001,0,6297,6297
c00166_SRR3978...region001,0,6296,6296
c00276_SRR7448...region001,0,6296,6296
c00148_SRR7003...region001,0,6295,6295
c00198_SRR1586...region001,0,6295,6295
c00299_SRR8438...region001,0,6295,6295
c00010_SRR1036...region001,0,6294,6294
c00640_SRR1183...region001,0,6294,6294
c00218_SRR1171...region001,16804,23097,6293
c00324_SRR3990...region001,0,6293,6293
c00643_SRR7469...region001,0,6293,6293
c01130_SRR6474...region001,0,6293,6293
c00500_SRR8439...region001,0,6292,6292
c00571_SRR1128...region001,0,6292,6292
c00438_SRR1174...region001,0,6291,6291
c00643_SRR7777...region001,0,6291,6291
c00882_SRR5823...region001,0,6291,6291
c00109_SRR1269...region001,0,6290,6290
c00383_SRR4027...region001,16720,23010,6290
c00646_SRR5823...region001,0,6290,6290
c00809_SRR1217...region001,0,6290,6290
c00904_SRR5582...region001,0,6290,6290
c00018_SRR3514...region001,0,6289,6289
c00068_SRR8553...region001,0,6289,6289
c00568_SRR5262...region001,0,6289,6289
c01113_SRR6474...region001,0,6289,6289
c00176_SRR4022...region001,0,6288,6288
c00198_SRR1269...region001,16069,22357,6288
c00523_SRR1105...region001,0,6288,6288
c00452_SRR7093...region001,0,6287,6287
c00492_zpcx_26...region001,0,6287,6287
c00517_SRR7003...region001,0,6287,6287
c00647_SRR8879...region001,0,6287,6287
c00013_SRR1174...region001,0,6285,6285
c00052_SRR1227...region001,0,6285,6285
c00474_SRR1037...region001,0,6285,6285
c00003_SRR9691...region001,0,6283,6283
c00273_SRR6202...region001,0,6283,6283
c00510_SRR8205...region001,0,6283,6283
c00356_SRR1095...region001,0,6282,6282
c00363_SRR1217...region001,0,6282,6282
c00547_SRR5579...region001,0,6282,6282
c00677_zpcx_11...region001,0,6282,6282
c00139_SRR6201...region001,0,6281,6281
c00201_SRR3546...region001,1981,8262,6281
c00368_SRR3954...region001,0,6281,6281
c00427_S331bin...region001,0,6281,6281
c00489_SRR9009...region001,0,6281,6281
c00571_ERR4661...region001,0,6281,6281
c00157_SRR1127...region001,0,6280,6280
c00335_SRR1105...region001,0,6280,6280
c00499_SRR7091...region001,0,6280,6280
