Supplementary Data 1. Detailed information about the soil metagenomes used to reconstruct metagenome-assembled genomes(MAGs).  ,,,,,,,,,,,,,
Sample,user_genome,mag_num,Project,Source,Nation,Continent,Ecosystem,Paired_seqs,Lat,Lon,Bioproject,Biosample,Depth
SRR8205313,SRR8205313rbin,1,SRA,Public Data,China,Asia,Grassland,80236782,43.2167,116.2333,PRJNA505928,SAMN10439594,Not applicable
SRR8205314,SRR8205314rbin,3,SRA,Public Data,China,Asia,Grassland,74767914,43.2167,116.2333,PRJNA505928,SAMN10439593,Not applicable
SRR8205316,SRR8205316rbin,2,SRA,Public Data,China,Asia,Grassland,93864168,43.2167,116.2333,PRJNA505928,SAMN10439591,Not applicable
SRR8269906,SRR8269906,0,SRA,Public Data,United States,North America,Artificial Surfaces,25249228,38.083,-81.98,PRJNA502401,SAMN10350917,Not applicable
SRR8270004,SRR8270004rbin,1,SRA,Public Data,United States,North America,Agricultural Land,70284144,41.9167,-93.75,PRJNA467703,SAMN09201358,Not applicable
SRR8435584,SRR8435584rbin,1,SRA,Public Data,United States,North America,Agricultural Land,41067492,41.9167,-93.75,PRJNA467698,SAMN09201770,Not applicable
SRR8435635,SRR8435635rbin,2,SRA,Public Data,United States,North America,Agricultural Land,37753732,41.9167,-93.75,PRJNA467700,SAMN09201360,Not applicable
SRR8435649,SRR8435649rbin,1,SRA,Public Data,United States,North America,Agricultural Land,39739800,41.9167,-93.75,PRJNA467699,SAMN09201361,Not applicable
SRR8437982,SRR8437982rbin,4,SRA,Public Data,United States,North America,Forest,72572410,40.4449,-87.0297,PRJNA502471,SAMN10351026,Not applicable
SRR8437983,SRR8437983rbin,2,SRA,Public Data,United States,North America,Forest,73969418,40.4449,-87.0297,PRJNA502470,SAMN10351126,Not applicable
SRR8437984,SRR8437984rbin,4,SRA,Public Data,United States,North America,Forest,70896276,40.4449,-87.0297,PRJNA502472,SAMN10350966,Not applicable
SRR8438001,SRR8438001rbin,3,SRA,Public Data,United States,North America,Forest,66050902,40.4449,-87.0297,PRJNA502474,SAMN10351185,Not applicable
SRR8438002,SRR8438002rbin,6,SRA,Public Data,United States,North America,Forest,68473742,40.4449,-87.0297,PRJNA502473,SAMN10350914,Not applicable
SRR8438005,SRR8438005rbin,3,SRA,Public Data,United States,North America,Forest,65270346,40.4449,-87.0297,PRJNA502477,SAMN10351357,Not applicable
SRR8438006,SRR8438006rbin,2,SRA,Public Data,United States,North America,Forest,73277510,40.4449,-87.0297,PRJNA502475,SAMN10350913,Not applicable
SRR8438362,SRR8438362rbin,6,SRA,Public Data,United States,North America,Artificial Surfaces,70334714,32.5788,-110.8509,PRJNA502486,SAMN10351253,Not applicable
SRR8438363,SRR8438363rbin,4,SRA,Public Data,United States,North America,Artificial Surfaces,80170010,32.5789,-110.8512,PRJNA502485,SAMN10351094,Not applicable
SRR8438364,SRR8438364rbin,9,SRA,Public Data,United States,North America,Artificial Surfaces,88293562,32.5789,-110.8512,PRJNA502484,SAMN10350910,Not applicable
SRR8438365,SRR8438365rbin,1,SRA,Public Data,United States,North America,Artificial Surfaces,43567276,32.5788,-110.8509,PRJNA502480,SAMN10350911,Not applicable
SRR8438377,SRR8438377rbin,7,SRA,Public Data,United States,North America,Artificial Surfaces,54756376,32.5789,-110.8512,PRJNA502487,SAMN10350909,Not applicable
SRR8438981,SRR8438981rbin,1,SRA,Public Data,United States,North America,Artificial Surfaces,83739212,32.5789,-110.8512,PRJNA502492,SAMN10350906,Not applicable
SRR8438982,SRR8438982rbin,1,SRA,Public Data,United States,North America,Artificial Surfaces,65173490,32.5789,-110.8512,PRJNA502493,SAMN10351189,Not applicable
SRR8438987,SRR8438987rbin,26,SRA,Public Data,United States,North America,Artificial Surfaces,45509134,32.5788,-110.8509,PRJNA502495,SAMN10350964,Not applicable
SRR8438988,SRR8438988rbin,8,SRA,Public Data,United States,North America,Artificial Surfaces,59649216,32.5788,-110.8509,PRJNA502494,SAMN10350965,Not applicable
SRR8438989,SRR8438989rbin,1,SRA,Public Data,United States,North America,Artificial Surfaces,58288400,32.5788,-110.8509,PRJNA502490,SAMN10350907,Not applicable
SRR8438990,SRR8438990rbin,26,SRA,Public Data,United States,North America,Artificial Surfaces,69144836,32.5788,-110.8509,PRJNA502491,SAMN10351188,Not applicable
SRR8438992,SRR8438992rbin,29,SRA,Public Data,USA: Arizona,North America,Artificial Surfaces,39721544,32.5788,-110.8509,PRJNA502496,SAMN10351127,Not applicable
SRR8439257,SRR8439257rbin,15,SRA,Public Data,United States,North America,Agricultural Land,601765594,42.673,-77.032,PRJNA502503,SAMN10350903,Not applicable
SRR8439262,SRR8439262rbin,52,SRA,Public Data,United States,North America,Agricultural Land,572715082,42.673,-77.032,PRJNA502506,SAMN10351190,Not applicable
SRR8439391,SRR8439391rbin,10,SRA,Public Data,United States,North America,Agricultural Land,704586342,42.673,-77.032,PRJNA502507,SAMN10351325,Not applicable
SRR8442864,SRR8442864rbin,9,SRA,Public Data,USA: California,North America,Grassland,23788004,33.31,-118.43,PRJNA502751,SAMN10350956,Not applicable
SRR8442865,SRR8442865rbin,6,SRA,Public Data,USA: California,North America,Grassland,26637588,33.2,-118.43,PRJNA502753,SAMN10350952,Not applicable
SRR8442866,SRR8442866rbin,4,SRA,Public Data,USA: California,North America,Grassland,30152986,33.2,-90.76,PRJNA502754,SAMN10351098,Not applicable
SRR8442867,SRR8442867rbin,3,SRA,Public Data,USA: California,North America,Grassland,26931242,33.31,-90.76,PRJNA502752,SAMN10351377,Not applicable
SRR8443306,SRR8443306rbin,2,SRA,Public Data,USA: California,North America,Grassland,27483052,33.31,-90.76,PRJNA502756,SAMN10350950,Not applicable
SRR8443307,SRR8443307rbin,2,SRA,Public Data,USA: California,North America,Grassland,25899966,33.31,-90.76,PRJNA502757,SAMN10351149,Not applicable
SRR8443320,SRR8443320rbin,2,SRA,Public Data,USA: California,North America,Grassland,30774950,33.31,-90.76,PRJNA502760,SAMN10350955,Not applicable
SRR8443322,SRR8443322rbin,2,SRA,Public Data,USA: California,North America,Grassland,27581560,33.31,-90.76,PRJNA502759,SAMN10351074,Not applicable
SRR8443323,SRR8443323rbin,2,SRA,Public Data,USA: California,North America,Grassland,31242608,33.31,-90.76,PRJNA502758,SAMN10350949,Not applicable
SRR8465118,SRR8465118rbin,1,SRA,Public Data,Norway,Europe,Forest,30650238,59.9992,10.7901,PRJNA502722,SAMN10350564,Not applicable
SRR8465120,SRR8465120,0,SRA,Public Data,Norway,Europe,Forest,28146254,59.9979,10.7895,PRJNA502720,SAMN10350565,Not applicable
SRR8465122,SRR8465122,0,SRA,Public Data,Norway,Europe,Forest,29449578,59.9982,10.7894,PRJNA502721,SAMN10350769,Not applicable
SRR8465469,SRR8465469,0,SRA,Public Data,Norway,Europe,Forest,27530278,59.9989,10.7903,PRJNA502723,SAMN10350563,Not applicable
SRR8465471,SRR8465471,0,SRA,Public Data,Norway,Europe,Forest,33329276,59.997,10.7902,PRJNA502724,SAMN10350817,Not applicable
SRR8487010,SRR8487010,0,SRA,Public Data,USA: California,North America,Agricultural Land,24265488,38.535556,-121.772778,PRJNA646773,SAMN15565738,0-30 cm
SRR8487011,SRR8487011rbin,1,SRA,Public Data,USA: California,North America,Agricultural Land,24564896,38.535556,-121.772778,PRJNA646773,SAMN15565742,0-30 cm
SRR8487012,SRR8487012rbin,1,SRA,Public Data,USA: California,North America,Agricultural Land,44255682,38.535556,-121.772778,PRJNA646773,SAMN15565762,0-30 cm
SRR8487013,SRR8487013,0,SRA,Public Data,USA: California,North America,Agricultural Land,40901916,38.535556,-121.772778,PRJNA646773,SAMN15565766,0-30 cm
SRR8487014,SRR8487014,0,SRA,Public Data,USA: California,North America,Agricultural Land,15321390,38.535556,-121.772778,PRJNA646773,SAMN15565752,0-30 cm
SRR8487016,SRR8487016,0,SRA,Public Data,USA: California,North America,Agricultural Land,24360744,38.535556,-121.772778,PRJNA646773,SAMN15565750,0-30 cm
SRR8487017,SRR8487017,0,SRA,Public Data,USA: California,North America,Agricultural Land,22975472,38.535556,-121.772778,PRJNA646773,SAMN15565746,0-30 cm
SRR8487018,SRR8487018,0,SRA,Public Data,USA: California,North America,Agricultural Land,21506874,38.535556,-121.772778,PRJNA646773,SAMN15565756,0-30 cm
SRR8487019,SRR8487019,0,SRA,Public Data,USA: California,North America,Agricultural Land,21981560,38.535556,-121.772778,PRJNA646773,SAMN15565765,0-30 cm
SRR8487021,SRR8487021,0,SRA,Public Data,USA: California,North America,Agricultural Land,17401566,38.535556,-121.772778,PRJNA646773,SAMN15565759,0-30 cm
SRR8487022,SRR8487022rbin,1,SRA,Public Data,USA: California,North America,Agricultural Land,25061104,38.535556,-121.772778,PRJNA646773,SAMN15565761,0-30 cm
SRR8487023,SRR8487023,0,SRA,Public Data,USA: California,North America,Agricultural Land,18102086,38.535556,-121.772778,PRJNA646773,SAMN15565767,0-30 cm
SRR8487025,SRR8487025rbin,14,SRA,Public Data,USA: California,North America,Agricultural Land,22113202,38.535556,-121.772778,PRJNA646773,SAMN15565741,0-30 cm
SRR8487026,SRR8487026rbin,14,SRA,Public Data,USA: California,North America,Agricultural Land,36576068,38.535556,-121.772778,PRJNA646773,SAMN15565739,0-30 cm
SRR8487027,SRR8487027rbin,14,SRA,Public Data,USA: California,North America,Agricultural Land,42258712,38.535556,-121.772778,PRJNA646773,SAMN15565743,0-30 cm
SRR8487028,SRR8487028rbin,14,SRA,Public Data,USA: California,North America,Agricultural Land,23318688,38.535556,-121.772778,PRJNA646773,SAMN15565745,0-30 cm
SRR8487029,SRR8487029rbin,14,SRA,Public Data,USA: California,North America,Agricultural Land,20989942,38.535556,-121.772778,PRJNA646773,SAMN15565749,0-30 cm
SRR8487030,SRR8487030rbin,14,SRA,Public Data,USA: California,North America,Agricultural Land,44121554,38.535556,-121.772778,PRJNA646773,SAMN15565747,0-30 cm
SRR8487031,SRR8487031rbin,14,SRA,Public Data,USA: California,North America,Agricultural Land,30127712,38.535556,-121.772778,PRJNA646773,SAMN15565751,0-30 cm
SRR8487032,SRR8487032rbin,14,SRA,Public Data,USA: California,North America,Agricultural Land,22154974,38.535556,-121.772778,PRJNA646773,SAMN15565753,0-30 cm
SRR8487033,SRR8487033rbin,14,SRA,Public Data,USA: California,North America,Agricultural Land,21016858,38.535556,-121.772778,PRJNA646773,SAMN15565757,0-30 cm
SRR8487034,SRR8487034rbin,14,SRA,Public Data,USA: California,North America,Agricultural Land,17085082,38.535556,-121.772778,PRJNA646773,SAMN15565763,0-30 cm
SRR8487035,SRR8487035rbin,14,SRA,Public Data,USA: California,North America,Agricultural Land,19338706,38.535556,-121.772778,PRJNA646773,SAMN15565740,0-30 cm
SRR8487036,SRR8487036rbin,14,SRA,Public Data,USA: California,North America,Agricultural Land,13377746,38.535556,-121.772778,PRJNA646773,SAMN15565744,0-30 cm
SRR8487037,SRR8487037rbin,14,SRA,Public Data,USA: California,North America,Agricultural Land,20977296,38.535556,-121.772778,PRJNA646773,SAMN15565760,0-30 cm
SRR8487038,SRR8487038rbin,14,SRA,Public Data,USA: California,North America,Agricultural Land,24614224,38.535556,-121.772778,PRJNA646773,SAMN15565764,0-30 cm
SRR8487039,SRR8487039rbin,14,SRA,Public Data,USA: California,North America,Agricultural Land,39517202,38.535556,-121.772778,PRJNA646773,SAMN15565755,0-30 cm
SRR8487040,SRR8487040rbin,14,SRA,Public Data,USA: California,North America,Agricultural Land,33579610,38.535556,-121.772778,PRJNA646773,SAMN15565758,0-30 cm
SRR8489885,SRR8489885rbin,14,SRA,Public Data,"USA: Hopland, CA",North America,Grassland,238538674,39.00097,-123.08297,PRJNA517182,SAMN10822081,Not applicable
SRR8489886,SRR8489886rbin,14,SRA,Public Data,"USA: Hopland, CA",North America,Grassland,238530324,39.00097,-123.08297,PRJNA517182,SAMN10822081,Not applicable
SRR8489887,SRR8489887rbin,14,SRA,Public Data,"USA: Hopland, CA",North America,Grassland,164618802,39.00097,-123.08297,PRJNA517182,SAMN10822081,Not applicable
SRR8489888,SRR8489888rbin,14,SRA,Public Data,"USA: Hopland, CA",North America,Grassland,238353646,39.00097,-123.08297,PRJNA517182,SAMN10822081,Not applicable
SRR8489889,SRR8489889rbin,4,SRA,Public Data,"USA: Hopland, CA",North America,Grassland,153090958,39.00097,-123.08297,PRJNA517182,SAMN10822082,Not applicable
SRR8489890,SRR8489890rbin,4,SRA,Public Data,"USA: Hopland, CA",North America,Grassland,90294358,39.00097,-123.08297,PRJNA517182,SAMN10822082,Not applicable
SRR8489891,SRR8489891rbin,4,SRA,Public Data,"USA: Hopland, CA",North America,Grassland,204785042,39.00097,-123.08297,PRJNA517182,SAMN10822082,Not applicable
SRR8489893,SRR8489893rbin,4,SRA,Public Data,"USA: Hopland, CA",North America,Grassland,204417750,39.00097,-123.08297,PRJNA517182,SAMN10822082,Not applicable
SRR8489894,SRR8489894rbin,4,SRA,Public Data,"USA: Hopland, CA",North America,Grassland,206895512,39.00097,-123.08297,PRJNA517182,SAMN10822082,Not applicable
SRR8489895,SRR8489895rbin,4,SRA,Public Data,"USA: Hopland, CA",North America,Grassland,248132764,39.00097,-123.08297,PRJNA517182,SAMN10822082,Not applicable
SRR8489896,SRR8489896rbin,4,SRA,Public Data,"USA: Hopland, CA",North America,Grassland,247732152,39.00097,-123.08297,PRJNA517182,SAMN10822082,Not applicable
SRR8489897,SRR8489897rbin,4,SRA,Public Data,"USA: Hopland, CA",North America,Grassland,159885588,39.00097,-123.08297,PRJNA517182,SAMN10822081,Not applicable
SRR8489898,SRR8489898rbin,4,SRA,Public Data,"USA: Hopland, CA",North America,Grassland,169055228,39.00097,-123.08297,PRJNA517182,SAMN10822081,Not applicable
SRR8489899,SRR8489899rbin,4,SRA,Public Data,"USA: Hopland, CA",North America,Grassland,169960642,39.00097,-123.08297,PRJNA517182,SAMN10822081,Not applicable
SRR8489900,SRR8489900rbin,4,SRA,Public Data,"USA: Hopland, CA",North America,Grassland,150178132,39.00097,-123.08297,PRJNA517182,SAMN10822081,Not applicable
SRR8489901,SRR8489901rbin,4,SRA,Public Data,"USA: Hopland, CA",North America,Grassland,260421664,39.00097,-123.08297,PRJNA517182,SAMN10822081,Not applicable
SRR8489902,SRR8489902rbin,3,SRA,Public Data,"USA: Hopland, CA",North America,Grassland,260881748,39.00097,-123.08297,PRJNA517182,SAMN10822081,Not applicable
SRR8489903,SRR8489903,0,SRA,Public Data,"USA: Hopland, CA",North America,Grassland,166237562,39.00097,-123.08297,PRJNA517182,SAMN10822081,Not applicable
SRR8489904,SRR8489904rbin,1,SRA,Public Data,"USA: Hopland, CA",North America,Grassland,165432338,39.00097,-123.08297,PRJNA517182,SAMN10822081,Not applicable
SRR8489905,SRR8489905rbin,2,SRA,Public Data,"USA: Hopland, CA",North America,Grassland,258508698,39.00097,-123.08297,PRJNA517182,SAMN10822081,Not applicable
SRR8489906,SRR8489906rbin,3,SRA,Public Data,"USA: Hopland, CA",North America,Grassland,262194658,39.00097,-123.08297,PRJNA517182,SAMN10822081,Not applicable
SRR8489907,SRR8489907,0,SRA,Public Data,"USA: Hopland, CA",North America,Grassland,83350028,39.00097,-123.08297,PRJNA517182,SAMN10822082,Not applicable
SRR8489908,SRR8489908,0,SRA,Public Data,"USA: Hopland, CA",North America,Grassland,136825848,39.00097,-123.08297,PRJNA517182,SAMN10822082,Not applicable
SRR8489909,SRR8489909,0,SRA,Public Data,"USA: Hopland, CA",North America,Grassland,150394490,39.00097,-123.08297,PRJNA517182,SAMN10822082,Not applicable
SRR8489910,SRR8489910,0,SRA,Public Data,"USA: Hopland, CA",North America,Grassland,140102412,39.00097,-123.08297,PRJNA517182,SAMN10822082,Not applicable
SRR8489911,SRR8489911rbin,2,SRA,Public Data,"USA: Hopland, CA",North America,Grassland,198430010,39.00097,-123.08297,PRJNA517182,SAMN10822082,Not applicable
SRR8489912,SRR8489912rbin,1,SRA,Public Data,"USA: Hopland, CA",North America,Grassland,184894256,39.00097,-123.08297,PRJNA517182,SAMN10822082,Not applicable
SRR8489913,SRR8489913rbin,10,SRA,Public Data,"USA: Hopland, CA",North America,Grassland,137113222,39.00097,-123.08297,PRJNA517182,SAMN10822082,Not applicable
SRR8489914,SRR8489914,0,SRA,Public Data,"USA: Hopland, CA",North America,Grassland,110946394,39.00097,-123.08297,PRJNA517182,SAMN10822082,Not applicable
SRR8489915,SRR8489915,0,SRA,Public Data,"USA: Hopland, CA",North America,Grassland,142093550,39.00097,-123.08297,PRJNA517182,SAMN10822082,Not applicable
SRR8489916,SRR8489916rbin,5,SRA,Public Data,"USA: Hopland, CA",North America,Grassland,252359150,39.00097,-123.08297,PRJNA517182,SAMN10822082,Not applicable
SRR8489917,SRR8489917rbin,6,SRA,Public Data,"USA: Hopland, CA",North America,Grassland,250663494,39.00097,-123.08297,PRJNA517182,SAMN10822082,Not applicable
SRR8500449,SRR8500449rbin,5,SRA,Public Data,China,Asia,Forest,26436764,19.7429,109.7064,PRJNA475650,SAMN10754095,Not applicable
SRR8500450,SRR8500450rbin,4,SRA,Public Data,China,Asia,Forest,44278024,19.2315,109.7799,PRJNA475650,SAMN10754096,Not applicable
SRR8500453,SRR8500453rbin,1,SRA,Public Data,China,Asia,Wetland,16169788,22.01,108.65,PRJNA475650,SAMN10754091,Not applicable
SRR8500454,SRR8500454rbin,3,SRA,Public Data,China,Asia,Wetland,23520274,21.8667,111.9,PRJNA475650,SAMN10754092,Not applicable
SRR8500455,SRR8500455rbin,2,SRA,Public Data,China,Asia,Forest,30507352,24.31,109.15,PRJNA475650,SAMN10754089,Not applicable
SRR8500456,SRR8500456rbin,3,SRA,Public Data,China,Asia,Forest,36609372,22.99,108.35,PRJNA475650,SAMN10754090,Not applicable
SRR8500457,SRR8500457rbin,2,SRA,Public Data,China,Asia,Forest,29935128,24.87,108.26,PRJNA475650,SAMN10754087,Not applicable
SRR8500458,SRR8500458rbin,2,SRA,Public Data,China,Asia,Agricultural Land,26375312,24.52,108.56,PRJNA475650,SAMN10754088,Not applicable
SRR8500459,SRR8500459rbin,1,SRA,Public Data,China,Asia,Agricultural Land,22434376,41.8,123.9,PRJNA475650,SAMN10754067,Not applicable
SRR8500460,SRR8500460rbin,1,SRA,Public Data,China,Asia,Artificial Surfaces,27625888,41.6,120.43,PRJNA475650,SAMN10754068,Not applicable
SRR8500461,SRR8500461rbin,3,SRA,Public Data,China,Asia,Artificial Surfaces,21799704,41.1,122.98,PRJNA475650,SAMN10754069,Not applicable
SRR8500463,SRR8500463rbin,1,SRA,Public Data,China,Asia,Wetland,36914314,39.02,121.46,PRJNA475650,SAMN10754071,Not applicable
SRR8500464,SRR8500464rbin,1,SRA,Public Data,China,Asia,Agricultural Land,33453510,37.7789,120.7663,PRJNA475650,SAMN10754072,Not applicable
SRR8500465,SRR8500465rbin,3,SRA,Public Data,China,Asia,Artificial Surfaces,31239710,37.489,122.1203,PRJNA475650,SAMN10754073,Not applicable
SRR8500469,SRR8500469rbin,1,SRA,Public Data,China,Asia,Forest,24768044,45.7893,126.7833,PRJNA475650,SAMN10754061,Not applicable
SRR8500475,SRR8500475rbin,2,SRA,Public Data,China,Asia,Forest,23004290,45.3086,130.8958,PRJNA475650,SAMN10754059,Not applicable
SRR8500476,SRR8500476rbin,1,SRA,Public Data,China,Asia,Artificial Surfaces,16303104,47.2539,124.0023,PRJNA475650,SAMN10754060,Not applicable
SRR8500477,SRR8500477rbin,1,SRA,Public Data,China,Asia,Forest,33259094,52.5719,124.5823,PRJNA475650,SAMN10754099,Not applicable
SRR8500478,SRR8500478rbin,3,SRA,Public Data,China,Asia,Forest,33062288,42.1828,125.509,PRJNA475650,SAMN10754065,Not applicable
SRR8500479,SRR8500479rbin,1,SRA,Public Data,China,Asia,Forest,26073200,43.2116,125.9139,PRJNA475650,SAMN10754066,Not applicable
SRR8500480,SRR8500480rbin,1,SRA,Public Data,China,Asia,Forest,33927270,51.2123,125.9296,PRJNA475650,SAMN10754098,Not applicable
SRR8500481,SRR8500481rbin,1,SRA,Public Data,China,Asia,Forest,22752240,51.9504,124.6095,PRJNA475650,SAMN10754100,Not applicable
SRR8500482,SRR8500482rbin,5,SRA,Public Data,China,Asia,Forest,20086504,24.3852,114.9936,PRJNA475650,SAMN10754086,Not applicable
SRR8500484,SRR8500484rbin,1,SRA,Public Data,China,Asia,Forest,32984852,50.2129,127.266,PRJNA475650,SAMN10754097,Not applicable
